0 0 0 0 0 0 1 126.42
0.0014606 0.00699316 0.00463382 0.00349341 -0.000365939 -0.000356833 0.999994 126.52
-0.00482698 0.00532207 0.00376996 0.00304573 -0.000492501 -0.000522234 0.999995 126.62
-0.00580635 0.00254773 0.00213864 0.00306478 -0.000247721 -0.000812478 0.999995 126.72
-0.00340467 0.00286501 0.00984818 0.00316446 0.000533838 -7.64978e-05 0.999995 126.82
-0.00583603 0.00130702 0.00830078 0.00288647 0.000806865 -9.21582e-05 0.999996 126.919
-0.00194105 0.00284013 0.00348611 0.00283981 -0.000333984 -0.000316626 0.999996 127.019
-0.00503589 0.00156875 0.00446504 0.00260248 0.000413391 0.000972456 0.999996 127.119
-0.00413727 0.00381372 0.00955332 0.00252823 0.00104232 0.000137156 0.999996 127.219
-0.00446466 0.00276052 0.00926835 0.00267926 0.000763842 -0.000108893 0.999996 127.319
-0.00784069 0.00631889 0.00767926 0.00316866 0.000143233 -0.00124511 0.999994 127.419
-0.00939329 0.00946427 0.00731571 0.00354924 0.000367056 -0.00205986 0.999992 127.518
-0.00267529 0.00697521 0.00359299 0.00146872 0.000380921 -0.000833061 0.999999 127.618
-0.00436876 0.00324671 0.00769579 0.0028965 5.41155e-05 -0.000455149 0.999996 127.718
-0.00382904 0.000743341 0.00474552 0.00239689 0.000333995 -0.000512421 0.999997 127.818
-0.00131375 0.00561261 0.00892658 0.00377723 0.000507037 4.9071e-05 0.999993 127.918
-0.00367337 0.00546436 0.0104784 0.00363201 0.000423384 1.60166e-05 0.999993 128.018
0.000539579 0.00410169 0.00764138 0.00364191 0.000550984 0.000278518 0.999993 128.117
-0.00431611 -0.000769489 0.00455462 0.00343016 -0.000271994 -0.000312239 0.999994 128.217
-0.00477511 0.00341249 0.00851853 0.0034289 0.000447805 -0.000147505 0.999994 128.317
-0.00565372 0.0062707 0.00736134 0.00340354 0.000219716 -0.000466576 0.999994 128.417
-0.00517492 0.00469586 0.00735121 0.00315311 0.000730774 -0.000258618 0.999995 128.517
-0.00553814 0.0021802 0.00384083 0.00296416 7.01189e-05 0.000274731 0.999996 128.617
-0.0049329 0.000552845 0.00979204 0.00275038 0.00119377 -0.000198172 0.999995 128.717
-0.00141875 -0.00134397 0.00820447 0.00281831 0.000404587 0.00175338 0.999994 128.816
-0.00229751 0.00280839 0.00714515 0.00285731 0.000344978 0.000757006 0.999996 128.916
-0.00569727 0.00199461 0.00769617 0.00319409 0.000961162 -0.000133669 0.999994 129.016
-0.00359103 0.00412472 0.00765996 0.00287478 0.0007545 0.000631928 0.999995 129.116
-0.0056627 0.00373648 0.00743429 0.00296529 0.00057118 -0.000411002 0.999995 129.216
-0.00383552 0.00590085 0.00491763 0.00264847 0.000118002 -5.30771e-05 0.999996 129.316
-0.00509431 0.00268792 0.00604294 0.00262196 0.00021927 -0.000198349 0.999997 129.415
-0.00403753 0.00926281 0.00752102 0.00220129 0.000665564 -0.00141522 0.999996 129.515
-0.00738515 0.00325606 0.00952639 0.00305496 0.000871373 -0.00124479 0.999994 129.615
-0.00292061 0.000619101 0.00584739 0.00277307 -9.15448e-05 -0.000310408 0.999996 129.715
0.000336584 0.00452297 0.00667147 0.00357408 1.00952e-05 0.000387971 0.999994 129.815
-0.00321904 0.00384074 0.0071951 0.00361484 0.00037294 9.84713e-07 0.999993 129.915
-0.00537279 0.00440101 0.00977289 0.00355019 0.000825144 -0.00021609 0.999993 130.015
-0.00281686 -4.51842e-05 0.00668188 0.00296895 0.000398842 0.000539762 0.999995 130.114
